country_code,main_activity_code,main_activity_name,citl_information,year,value
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2022,143624
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2022,300114
AT,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2022,5565
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2022,559595
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2022,1122769
AT,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2022,120187
AT,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2022,752766
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2022,134989
AT,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2022,23773
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2023,2295633
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2023,1334098
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2023,23998563
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2023,1683799
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2023,17505965
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2023,9086072
AT,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2023,126212
AT,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2023,49806
AT,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2023,43950
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2023,2390140
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2023,1055934
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2023,144070
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2023,288942
AT,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2023,6426
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2023,518339
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2023,1079254
AT,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2023,120187
AT,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2023,752766
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2023,134868
AT,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2023,25200
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2024,1169131
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2024,1211211
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2024,22993277
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2024,1498343
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2024,17083066
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2024,9082218
AT,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2024,122424
AT,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2024,49198
AT,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2024,43040
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2024,2389230
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2024,999379
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2024,140163
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2024,233564
AT,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2024,18067
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2024,523493
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2024,936399
AT,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2024,120187
AT,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2024,752766
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2024,117882
AT,43,43 Production of hydrogen and synthesis gas,1. Total allocated allowances (EUA or EUAA),2024,31513
AT,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2024,25200
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),2025,651716
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),2025,1134271
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),2025,22192983
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),2025,1684469
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),2025,16934712
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),2025,9082331
AT,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),2025,120498
AT,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),2025,49198
AT,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),2025,43040
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),2025,2247258
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),2025,1008741
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),2025,130554
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),2025,184314
AT,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),2025,5565
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),2025,525367
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),2025,859240
AT,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),2025,100925
AT,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),2025,752766
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),2025,118031
AT,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),2025,22415
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),0
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),43167579
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),97791309
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),8162220
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),54623730
AT,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),3990237
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),20607783
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),8376849
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),3960864
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),646428
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),1496391
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),1985436
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),5153022
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),Total 1st trading period (05-07),244500
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),682958.3091077826
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),71422431
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),154327800
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),13627710
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),88796138
AT,22,22 Production of coke,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),4928805
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),34607990
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),14339982
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),5992275
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),1059359
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),2469007
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),2843265
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),7714940
AT,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),719940
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),382760
AT,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),Total 2nd trading period (08-12),110105
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),9313141
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),21316176
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),248525386
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),13254563
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),140879210
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),67100610
AT,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),1309987
AT,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),398405
AT,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),383608
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),21276048
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),9406513
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),1421838
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),2789151
AT,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),458810
AT,35,35 Production of pulp,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),4254941
AT,36,36 Production of paper or cardboard,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),10480449
AT,38,38 Production of nitric acid,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),1195429
AT,41,41 Production of ammonia,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),5223062
AT,42,42 Production of bulk chemicals,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),1172860
AT,99,99 Other activity opted-in under Art. 24,1. Total allocated allowances (EUA or EUAA),Total 3rd trading period (13-20),752936
AT,10,10 Aviation,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),8783712
AT,20,20 Combustion of fuels,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),6455552
AT,20-99,20-99 All stationary installations,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),117103713
AT,21,21 Refining of mineral oil,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),8255232
AT,21-99,21-99 All industrial installations (excl. combustion),1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),86107661
AT,24,24 Production of pig iron or steel,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),45125371
AT,25,25 Production or processing of ferrous metals,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),596219
AT,27,27 Production of secondary aluminium,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),246598
AT,28,28 Production or processing of non-ferrous metals,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),215481
AT,29,29 Production of cement clinker,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),11695378
AT,30,"30 Production of lime, or calcination of dolomite/magnesite",1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),4977444
AT,31,31 Manufacture of glass,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),710612
AT,32,32 Manufacture of ceramics,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),1308662
AT,34,34 Production or processing of gypsum or plasterboard,1. Total allocated allowances (EUA or EUAA),Total 4th trading period (21-30),41188
